Annotated sentence	Intent	Training
I want to book a [pastelaria](cuisine) [cafe](restaurant_type) in [Alabama](state) for [me and my great grandfather](party_size_description).	BookRestaurant	True
I need table [12 seconds from now](timeRange) that serves [german](cuisine) and has a [joint](restaurant_type) atmosphere	BookRestaurant	True
I want to book a [restaurant](restaurant_type) in [Monaco](country) on [May 22](timeRange) for [8](party_size_number) people.	BookRestaurant	True
Book me a reservation for [twenty two](timeRange) [faraway](spatial_relation) from [our place](poi)	BookRestaurant	True
table for [five](party_size_number) at [Space Aliens Grill & Bar](restaurant_name) in [FM](state)	BookRestaurant	True
Book me a [restaurant](restaurant_type) reservation for [one](party_size_number) in [GU](state)	BookRestaurant	True
Please book me a table for [one](party_size_number) at [Bouchon](restaurant_name) in [Australia](country).	BookRestaurant	True
I want to book a [restaurant](restaurant_type) [far](spatial_relation) from the [Municipal Borough of Mitcham](poi) for [10](party_size_number) people.	BookRestaurant	True
I want to book an [oyster bar](restaurant_type) for [one](party_size_number) in the [Navy Yard City](city).	BookRestaurant	True
is there a table available for [my daughters and I](party_size_description) at [The Octagon, Christchurch](restaurant_name)	BookRestaurant	True
I want to book a [ethiopian](cuisine) [food court](restaurant_type) in [Montenegro](country).	BookRestaurant	True
want to eat at a [tea house](restaurant_type) for [five](party_size_number)	BookRestaurant	True
I want to book a [restaurant](restaurant_type) [nearby](spatial_relation) [Carrickfergus](poi) for [February 10th](timeRange).	BookRestaurant	True
book a table in [Florida](state) at [Ariston Cafe](restaurant_name) for [seven am](timeRange)	BookRestaurant	True
I want to book the [distant](spatial_relation) [Dinner by Heston Blumenthal](restaurant_name) in [Turtle Lake](city) on [Nov. 25th, 2023](timeRange) for [9](party_size_number) people.	BookRestaurant	True
Book a reservation for the [best](sort) [restaurant](restaurant_type) [not far](spatial_relation) from [VI](state)	BookRestaurant	True
Book a reservation for [one](party_size_number) at an [italian](cuisine) [taverna](restaurant_type) for [two Pm](timeRange) in [Hutchings](city), [North Dakota](state)	BookRestaurant	True
I want to book a [bar](restaurant_type) [neighboring](spatial_relation) [our apartment](poi).	BookRestaurant	True
book spot for [paulette parker, crystal and I](party_size_description) [close-by](spatial_relation) [kris's campus](poi) a at [Cherry Bowl Drive-In Theatre & Diner](restaurant_name) at [08:41 pm](timeRange)	BookRestaurant	True
book a party of [4](party_size_number) for a [cafe](restaurant_type) [rated best](sort)	BookRestaurant	True
[laura and I](party_size_description) want to eat somewhere in [Gibraltar](country) on [April eleventh, 2033](timeRange)	BookRestaurant	True
Book sot for [four](party_size_number) at [Fowlkes](city)	BookRestaurant	True
I want to book a [diner](restaurant_type) that serves [home fries](served_dish) that is [faraway](spatial_relation) from [your step grandfather's office](poi) for [me, janell and susie](party_size_description) on [March 7](timeRange).	BookRestaurant	True
Book a [restaurant](restaurant_type) reservation [near](spatial_relation) [OR](state) [next week](timeRange)	BookRestaurant	True
book a table in [Yachats](city) for [3](party_size_number) people	BookRestaurant	True
I want to book an [oyster bar](restaurant_type) wit [parking](facility) in [Guam](state) for [eight](party_size_number) people.	BookRestaurant	True
Need a table for [6](party_size_number) [close](spatial_relation) to [Big Sandy](city)	BookRestaurant	True
Book a [restaurant](restaurant_type) reservation for [my gf and I](party_size_description) [within walking distance](spatial_relation) of [sondra's university](poi)	BookRestaurant	True
Book a reservation at [Sunset](timeRange) in [Frye Island](city)	BookRestaurant	True
Book a reservation for [4](party_size_number) for [Cherry Hut](restaurant_name) at [Noon](timeRange)	BookRestaurant	True
I want to book a [restaurant](restaurant_type) on [april 7th](timeRange) for [10](party_size_number) people.	BookRestaurant	True
book a [restaurant](restaurant_type) that serves [rolled oyster](served_dish) in [Merkel](city)	BookRestaurant	True
Book me a reservation for [midday](timeRange) at [French Camp Academy](restaurant_name)	BookRestaurant	True
I want to book a [restaurant](restaurant_type) [close](spatial_relation) by [kristie's flat](poi) for [1](party_size_number) person.	BookRestaurant	True
Book a reservation for a [pub](restaurant_type) [close](spatial_relation) to [Point Pleasant Beach](poi)	BookRestaurant	True
Please book me a table at a [food court](restaurant_type) [faraway](spatial_relation) from [Saint Kitts and Nevis](country).	BookRestaurant	True
I want to book a [bar](restaurant_type) for [9](party_size_number) people.	BookRestaurant	True
Book a reservation for [me and cassie](party_size_description) in [Saint Vincent and the Grenadines](country)	BookRestaurant	True
Book a reservation for [my babies and I](party_size_description)	BookRestaurant	False
Book a reservation for a [restaurant](restaurant_type) [not far](spatial_relation) from [MA](state)	BookRestaurant	False
I would like to book a [restaurant](restaurant_type) in [Tanzania](country) that is [within walking distance](spatial_relation) for [my mom and I](party_size_description)	BookRestaurant	False
Book a reservation for an [oyster bar](restaurant_type)	BookRestaurant	False
Book a reservation for [6](party_size_number) people for a [creole](cuisine) [tavern](restaurant_type) in [Montenegro](country)	BookRestaurant	False
I need a table in [Sacaton](city) at a [gluten free](cuisine) [restaurant](restaurant_type)	BookRestaurant	False
book sot for [me and my grandfather](party_size_description) [nearby](spatial_relation) [West Reading](poi)	BookRestaurant	False
Book [me and my nieces](party_size_description) a reservation for a [seafood](served_dish) [restaurant](restaurant_type) in [Cle Elum](city), [NE](state) on [ascension day](timeRange)	BookRestaurant	False
book spot for [two](party_size_number) at [City Tavern](restaurant_name)	BookRestaurant	False
I want to book a [brasserie](restaurant_type) for [3](party_size_number) people in [Netherlands Antilles](country).	BookRestaurant	False
Book me a reservation for the [best](sort) [bistro](restaurant_type)	BookRestaurant	False
book the [best](sort) table in [Tanzania](country) for [5](party_size_number) people at a [diner](restaurant_type)	BookRestaurant	False
I want to book a [joint](restaurant_type) in a  [spa](facility).	BookRestaurant	False
book a [gastropub](restaurant_type) that serves [turkish](cuisine) food for [4](party_size_number) people	BookRestaurant	False
book spot for [7](party_size_number) at an [indoor](facility) [restaurant](restaurant_type) in [MP](state) [now](timeRange)	BookRestaurant	False
book a table in [Fiji](country) for [zero a.m](timeRange)	BookRestaurant	False
I want to book a [restaurant](restaurant_type) for [five](party_size_number) people in [Sri Lanka](country).	BookRestaurant	False
I need a table for [5](party_size_number) at a [highly rated](sort) [gastropub](restaurant_type) in [Concord](city) [MN](state)	BookRestaurant	False
I want to book [Oregon Electric Station](restaurant_name) in [North City](city).	BookRestaurant	False
I need a table for [4](party_size_number); please confirm the reservation.	BookRestaurant	False
Book a [popular](sort) [restaurant](restaurant_type) for [5](party_size_number) people	BookRestaurant	False
I want to book a [joint](restaurant_type) [close by](spatial_relation) the [naomi's hostel](poi) for a [meal](timeRange) for [8](party_size_number) people.	BookRestaurant	False
I want to eat a [delicatessen](restaurant_type) [in thirteen hours](timeRange) that serves [eastern european](cuisine) food	BookRestaurant	False
Book a reservation for [nine](party_size_number) people at a [bakery](restaurant_type) in [Nunez](city)	BookRestaurant	False
Book a reservation at [tavern](restaurant_type) for [noodle](served_dish)	BookRestaurant	False
book spot for [4](party_size_number) in [Somalia](country)	BookRestaurant	False
I want to book [Albany Pump Station](restaurant_name) in [Buckholts](city) [Washington](state) [now](timeRange) for a party of [9](party_size_number).	BookRestaurant	False
I want to book a [taverna](restaurant_type) in [Archer City](city) for [this spring](timeRange) for [nine](party_size_number) people.	BookRestaurant	False
I want to book a [top-rated](sort) [brasserie](restaurant_type) for [7](party_size_number) people.	BookRestaurant	False
Book a reservation for [8](party_size_number) people in [Wardville](city), [Kansas](state)	BookRestaurant	False
table for [Breadline Cafe](restaurant_name) in [Minnesota](state) [next friday](timeRange)	BookRestaurant	False
I want to book a [restaurant](restaurant_type) in [Niger](country) for [seven](party_size_number) people.	BookRestaurant	False
Book spot for [9](party_size_number)	BookRestaurant	False
Book me a reservation for a [pub](restaurant_type) in [Cormorant](city) for a party of [nine](party_size_number)	BookRestaurant	False
book spot for [my nieces and I](party_size_description) at a [tea house](restaurant_type)	BookRestaurant	False
I want to book a [jewish](cuisine) [restaurant](restaurant_type) in [Gambia](country).	BookRestaurant	False
Book a reservation for [The Dome, Edinburgh](restaurant_name) [close](spatial_relation) to [Brooklawn](poi)	BookRestaurant	False
book spot for [1](party_size_number) at [Town of Ramsgate](restaurant_name) in [Merit](city)	BookRestaurant	False
Book a spot for [me and kathrine](party_size_description)  at [Smithville](city)	BookRestaurant	False
I want to book a [restaurant](restaurant_type) for [my father in law and I](party_size_description) in [Buckner](city) [a year from now](timeRange).	BookRestaurant	False
Book a [restaurant](restaurant_type) reservation [in 6 weeks](timeRange)	BookRestaurant	False
Book a reservation for a [bar](restaurant_type) with a [spa](facility) [nearby](spatial_relation) [ID](state)	BookRestaurant	False
book spot for [four](party_size_number) at [Cliff House, San Francisco](restaurant_name) in [Martinique](country)	BookRestaurant	False
I need a table for [4](party_size_number) in [Saint Helena](country) at [Settha Palace Hotel](restaurant_name)	BookRestaurant	False
I want to book a [restaurant](restaurant_type) in [Frenier](city) [12 years from now](timeRange) for [4](party_size_number) people.	BookRestaurant	False
Book [seven](party_size_number) in [neighboring](spatial_relation) [Moorpark](city)	BookRestaurant	False
I want to eat by [five pm](timeRange) in [NE](state) for a [six](party_size_number) people	BookRestaurant	False
I want to book [Tupelo Honey Cafe](restaurant_name) in [New Jersey](state) for [five](party_size_number) people.	BookRestaurant	False
Book a reservation for [two](party_size_number) at [Mickies Dairy Bar](restaurant_name) in [Weedsport](city)	BookRestaurant	False
book a table at a [Fried chicken restaurant](restaurant_name)	BookRestaurant	False
book spot for [mavis, sheila and I](party_size_description) in [Syria](country) at [elevenses](timeRange)	BookRestaurant	False
Can you book me a table at [Windows on the World](restaurant_name) in [Cokeville](city) , [MI](state)?	BookRestaurant	False
Book me a table for [5](party_size_number) [this year](timeRange) at [Cherwell Boathouse](restaurant_name)	BookRestaurant	False
book spot for [six](party_size_number)  at [8 pm](timeRange) at a [coffeehouse](restaurant_type) in [NE](state) that serves [hog fry](served_dish)	BookRestaurant	False
